Id;Session;Task;Question;Choice1;Choice2;Answer;Timestamp;Timing;Session_id;Session_ini;Session_end;Lang;Group;Hiking;Gaming;Comments
165;13;1;1;MC7;MG1;MC7;"2023-05-25 16:23:38.338841";3530;13;"2023-05-25 16:22:44.963883";;en;"";2;2;""
166;12;1;15;CR6;CG2;CR6;"2023-05-25 16:23:38.653819";6117;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
167;14;1;2;CG0;CC6;CC6;"2023-05-25 16:23:40.232277";11718;14;"2023-05-25 16:22:54.630414";;en;"";4;4;""
168;12;1;16;MR4;MC0;MR4;"2023-05-25 16:23:42.203897";1965;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
169;12;1;17;MR6;MC9;MC9;"2023-05-25 16:23:47.331434";4299;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
170;12;1;18;HC1;HR6;HR6;"2023-05-25 16:23:49.539604";1645;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
171;12;1;19;MC4;MG5;MG5;"2023-05-25 16:23:53.144093";2176;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
172;16;1;0;CG6;CC0;CC0;"2023-05-25 16:23:55.857183";19392;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
173;12;1;20;HC7;HG3;HG3;"2023-05-25 16:23:56.250505";2427;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
174;14;1;3;CG7;CR4;CR4;"2023-05-25 16:23:58.912684";10711;14;"2023-05-25 16:22:54.630414";;en;"";4;4;""
175;12;1;21;CG8;CC9;CC9;"2023-05-25 16:24:01.378015";4465;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
176;16;1;1;FR8;FG5;FR8;"2023-05-25 16:24:02.731089";6496;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
177;12;1;22;FC7;FR8;FC7;"2023-05-25 16:24:04.528170";2566;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
178;14;1;4;HC7;HR2;HR2;"2023-05-25 16:24:04.596451";3271;14;"2023-05-25 16:22:54.630414";;en;"";4;4;""
179;16;1;2;CC5;CR0;CR0;"2023-05-25 16:24:05.408874";2281;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
180;12;1;23;MR3;MG0;MG0;"2023-05-25 16:24:07.387426";2105;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
181;16;1;3;MC4;MG0;MG0;"2023-05-25 16:24:09.184363";3384;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
182;12;1;24;CG4;CC6;CC6;"2023-05-25 16:24:11.088443";3045;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
183;16;1;4;MR3;MG1;MG1;"2023-05-25 16:24:12.738978";3172;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
184;14;1;5;FG1;FR2;FG1;"2023-05-25 16:24:14.964723";7604;14;"2023-05-25 16:22:54.630414";;en;"";4;4;""
185;16;1;5;CG8;CR5;CR5;"2023-05-25 16:24:15.521026";2403;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
186;13;1;2;HR2;HC1;HR2;"2023-05-25 16:24:15.922265";15758;13;"2023-05-25 16:22:44.963883";;en;"";2;2;""
187;16;1;6;HR7;HC8;HC8;"2023-05-25 16:24:19.001080";3090;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
188;12;1;25;HR7;HC0;HR7;"2023-05-25 16:24:21.853595";10095;12;"2023-05-25 16:21:36.347206";"2023-05-25 16:24:22.150022";en;"";1;4;""
189;14;1;6;CC0;CR9;CR9;"2023-05-25 16:24:22.496597";4473;14;"2023-05-25 16:22:54.630414";;en;"";4;4;""
190;16;1;7;HG3;HC2;HG3;"2023-05-25 16:24:23.137735";3748;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
191;13;1;3;MR4;MG0;MG0;"2023-05-25 16:24:26.809085";4403;13;"2023-05-25 16:22:44.963883";;en;"";2;2;""
192;16;1;8;CG7;CR1;CR1;"2023-05-25 16:24:26.925130";3385;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
193;16;1;9;MR9;MG9;MG9;"2023-05-25 16:24:31.179225";3850;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
194;16;1;10;HR8;HG2;HR8;"2023-05-25 16:24:35.082684";3509;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
195;14;1;7;MC8;MG7;MG7;"2023-05-25 16:24:35.626789";10709;14;"2023-05-25 16:22:54.630414";;en;"";4;4;""
196;16;1;11;CR2;CC2;CC2;"2023-05-25 16:24:38.320320";2837;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
197;15;1;0;HC5;HR4;HR4;"2023-05-25 16:24:41.010695";22493;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
198;16;1;12;FC4;FR9;FR9;"2023-05-25 16:24:43.866521";5168;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
199;16;1;13;MC1;MG7;MC1;"2023-05-25 16:24:47.736772";3482;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
200;16;1;14;FC7;FR4;FR4;"2023-05-25 16:24:51.016743";2891;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
201;16;1;15;HR6;HG7;HR6;"2023-05-25 16:24:54.381620";2946;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
202;15;1;1;FR8;FC6;FR8;"2023-05-25 16:24:55.186611";13295;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
203;16;1;16;MR5;MC0;MR5;"2023-05-25 16:24:57.355064";2579;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
204;16;1;17;CG9;CC7;CG9;"2023-05-25 16:25:01.594530";3859;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
205;16;1;18;HC4;HR2;HC4;"2023-05-25 16:25:04.247209";2266;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
206;16;1;19;FG7;FC8;FC8;"2023-05-25 16:25:09.381564";4752;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
207;15;1;2;HR8;HG4;HR8;"2023-05-25 16:25:10.327951";14380;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
208;16;1;20;MC2;MR7;MC2;"2023-05-25 16:25:14.545502";4738;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
209;16;1;21;MG0;MC4;MG0;"2023-05-25 16:25:17.211626";2274;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
210;15;1;3;HC9;HG3;HC9;"2023-05-25 16:25:18.830521";7756;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
211;16;1;22;FC5;FG9;FG9;"2023-05-25 16:25:19.597449";2007;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
212;16;1;23;HC2;HG3;HC2;"2023-05-25 16:25:23.220170";3236;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
213;16;1;24;HG4;HC7;HG4;"2023-05-25 16:25:25.554829";1928;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
214;15;1;4;FG3;FC3;FC3;"2023-05-25 16:25:26.511566";6905;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
215;16;1;25;FR2;FG1;FG1;"2023-05-25 16:25:28.388212";2427;16;"2023-05-25 16:23:21.912659";"2023-05-25 16:25:28.623388";en;"";2;4;""
216;15;1;5;HC3;HG7;HC3;"2023-05-25 16:25:35.684938";8465;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
217;17;1;0;CR5;CC8;CC8;"2023-05-25 16:25:36.128429";7092;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
218;17;1;1;MR7;MC3;MC3;"2023-05-25 16:25:45.035970";8576;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
219;17;1;2;MG8;MR6;MR6;"2023-05-25 16:25:49.527710";4162;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
220;17;1;3;HR5;HG3;HR5;"2023-05-25 16:25:57.528148";7659;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
221;15;1;6;CR8;CG3;CR8;"2023-05-25 16:26:01.700568";25082;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
222;17;1;4;CG0;CC9;CC9;"2023-05-25 16:26:04.407111";6507;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
223;17;1;5;HR9;HC9;HC9;"2023-05-25 16:26:07.928798";3190;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
224;15;1;7;CC8;CR4;CR4;"2023-05-25 16:26:09.103913";6519;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
225;17;1;6;CR6;CC5;CC5;"2023-05-25 16:26:12.928301";4670;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
226;15;1;8;MC2;MG9;MC2;"2023-05-25 16:26:17.552202";7612;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
227;17;1;7;FC9;FR5;FR5;"2023-05-25 16:26:22.449350";9194;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
228;15;1;9;FG9;FC7;FC7;"2023-05-25 16:26:25.871587";7486;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
229;17;1;8;MC7;MG0;MC7;"2023-05-25 16:26:31.544396";8671;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
230;17;1;9;CG7;CR0;CR0;"2023-05-25 16:26:35.915965";4006;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
231;17;1;10;HR0;HG8;HR0;"2023-05-25 16:26:39.205827";2930;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
232;15;1;10;CC6;CR2;CR2;"2023-05-25 16:26:39.937884";13184;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
233;17;1;11;FG1;FC0;FG1;"2023-05-25 16:26:42.388158";2858;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
234;17;1;12;HC5;HG2;HC5;"2023-05-25 16:26:45.579283";2848;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
235;15;1;11;MR0;MC1;MC1;"2023-05-25 16:26:50.071838";9297;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
236;17;1;13;FG5;FR2;FG5;"2023-05-25 16:26:53.288567";7381;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
237;17;1;14;FG6;FR7;FG6;"2023-05-25 16:26:56.735559";3050;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
238;17;1;15;CG1;CC7;CG1;"2023-05-25 16:26:59.898910";2799;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
239;15;1;12;FR3;FG4;FR3;"2023-05-25 16:27:00.225393";9462;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
240;17;1;16;FC5;FR9;FR9;"2023-05-25 16:27:03.499623";3238;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
241;17;1;17;FG8;FC8;FG8;"2023-05-25 16:27:06.325543";2502;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
242;15;1;13;HR9;HC7;HR9;"2023-05-25 16:27:08.030675";7142;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
243;17;1;18;MR6;MG8;MR6;"2023-05-25 16:27:12.097859";5424;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
244;17;1;19;MC0;MG4;MC0;"2023-05-25 16:27:15.097934";2670;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
245;15;1;14;HR7;HG9;HR7;"2023-05-25 16:27:15.663028";6677;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
246;17;1;20;CR7;CG5;CR7;"2023-05-25 16:27:18.622409";3179;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
247;15;1;15;MR6;MG1;MR6;"2023-05-25 16:27:21.477295";5166;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
248;17;1;21;MR2;MC6;MC6;"2023-05-25 16:27:22.075031";3117;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
249;17;1;22;HC3;HG6;HG6;"2023-05-25 16:27:26.209255";3793;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
250;15;1;16;CG3;CR8;CR8;"2023-05-25 16:27:26.995133";4852;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
251;17;1;23;CC9;CG0;CC9;"2023-05-25 16:27:29.490632";2945;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
252;15;1;17;CG9;CR0;CR0;"2023-05-25 16:27:33.559837";5727;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
253;17;1;24;MR4;MG9;MG9;"2023-05-25 16:27:34.293596";4325;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
254;17;1;25;HC6;HR4;HC6;"2023-05-25 16:27:38.040468";3421;17;"2023-05-25 16:25:13.884587";"2023-05-25 16:27:38.261979";en;"";1;1;""
255;15;1;18;CC1;CG2;CG2;"2023-05-25 16:27:43.373968";9059;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
256;15;1;19;MC9;MG5;MC9;"2023-05-25 16:27:50.647081";6556;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
257;15;1;20;FC3;FG3;FC3;"2023-05-25 16:27:55.548647";3996;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
258;15;1;21;FR4;FC0;FC0;"2023-05-25 16:28:00.056720";3695;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
259;15;1;22;FR6;FG1;FG1;"2023-05-25 16:28:04.574034";3761;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
260;15;1;23;CG8;CC2;CC2;"2023-05-25 16:28:22.460296";16724;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
261;15;1;24;MR3;MG0;MG0;"2023-05-25 16:28:32.553822";9332;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
262;15;1;25;MR1;MC4;MR1;"2023-05-25 16:28:39.273172";6037;15;"2023-05-25 16:23:01.169093";"2023-05-25 16:28:39.737932";en;"";2;3;""
263;19;1;0;FC1;FR5;FR5;"2023-05-25 16:28:51.435885";7192;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
264;19;1;1;MC9;MR0;MR0;"2023-05-25 16:29:12.446417";4074;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
265;19;1;2;FR6;FC7;FC7;"2023-05-25 16:29:26.737184";7128;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
266;19;1;3;FG5;FC2;FG5;"2023-05-25 16:29:37.811236";7515;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
267;19;1;4;FC5;FG1;FG1;"2023-05-25 16:29:44.448163";3809;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
268;19;1;5;CG4;CR8;CR8;"2023-05-25 16:30:07.339473";19476;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
269;19;1;6;CR0;CC9;CR0;"2023-05-25 16:30:24.701329";6889;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
270;19;1;7;CC0;CG8;CC0;"2023-05-25 16:30:45.128017";14396;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
271;19;1;8;MC5;MG4;MC5;"2023-05-25 16:31:04.752831";14758;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
272;19;1;9;MG9;MR7;MG9;"2023-05-25 16:31:26.759712";7110;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
273;19;1;10;CG6;CR1;CG6;"2023-05-25 16:31:41.324598";8429;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
274;19;1;11;CR9;CC2;CR9;"2023-05-25 16:31:56.958802";11932;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
275;19;1;12;HC5;HG8;HG8;"2023-05-25 16:32:09.508131";8366;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
276;19;1;13;MG6;MR4;MG6;"2023-05-25 16:32:17.973600";3754;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
277;19;1;14;CG7;CC7;CG7;"2023-05-25 16:32:24.868793";3480;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
278;19;1;15;MR8;MC7;MR8;"2023-05-25 16:32:29.481329";2396;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
279;19;1;16;MG7;MC3;MG7;"2023-05-25 16:32:33.623510";2153;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
280;19;1;17;HR2;HG2;HR2;"2023-05-25 16:32:41.209421";5178;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
281;19;1;18;HC6;HR1;HR1;"2023-05-25 16:32:48.692138";4287;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
282;19;1;19;FC2;FG5;FG5;"2023-05-25 16:32:54.347635";2908;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
283;19;1;20;FR4;FG2;FR4;"2023-05-25 16:33:06.501739";9789;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
284;19;1;21;FR2;FG9;FR2;"2023-05-25 16:33:13.266940";2967;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
285;19;1;22;CR8;CG4;CG4;"2023-05-25 16:33:24.938878";4911;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
286;19;1;23;HG0;HR7;HR7;"2023-05-25 16:33:38.652072";9062;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
287;19;1;24;HG3;HC0;HG3;"2023-05-25 16:33:46.920757";5327;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
288;19;1;25;HC9;HR3;HR3;"2023-05-25 16:33:55.035533";4554;19;"2023-05-25 16:27:42.002207";"2023-05-25 16:33:55.714499";en;"";3;2;""
289;20;1;0;HG2;HR6;HR6;"2023-05-25 16:35:33.898217";12662;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
290;20;1;1;FR6;FC5;FC5;"2023-05-25 16:35:40.232172";5908;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
291;20;1;2;CR3;CC9;CC9;"2023-05-25 16:35:46.510803";5869;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
292;20;1;3;MG9;MC8;MG9;"2023-05-25 16:35:52.028946";5104;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
293;20;1;4;FR5;FG0;FG0;"2023-05-25 16:35:55.725013";3230;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
294;20;1;5;CG2;CC8;CG2;"2023-05-25 16:35:57.913456";1780;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
295;20;1;6;MC3;MG6;MG6;"2023-05-25 16:36:00.124996";1774;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
296;20;1;7;CC7;CG4;CG4;"2023-05-25 16:36:02.846944";2292;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
297;20;1;8;CC1;CR8;CC1;"2023-05-25 16:36:06.086014";2768;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
298;20;1;9;CG1;CR4;CR4;"2023-05-25 16:36:09.464374";2962;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
299;20;1;10;FR7;FG1;FG1;"2023-05-25 16:36:12.043207";2178;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
300;20;1;11;MC5;MR7;MR7;"2023-05-25 16:36:14.577750";2059;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
301;20;1;12;MR6;MC7;MR6;"2023-05-25 16:36:16.666244";1658;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
302;20;1;13;HR2;HC6;HR2;"2023-05-25 16:36:18.724437";1496;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
303;20;1;14;MG3;MR3;MR3;"2023-05-25 16:36:20.955344";1706;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
304;20;1;15;FG9;FC4;FG9;"2023-05-25 16:36:22.818159";1442;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
305;20;1;16;CC9;CR3;CR3;"2023-05-25 16:36:24.706698";1484;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
306;20;1;17;FG7;FC0;FG7;"2023-05-25 16:36:26.447113";1269;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
307;20;1;18;MC8;MG9;MG9;"2023-05-25 16:36:28.153915";1288;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
308;20;1;19;HC9;HG5;HG5;"2023-05-25 16:36:30.766171";2196;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
309;20;1;20;HR9;HG1;HG1;"2023-05-25 16:36:32.442033";1233;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
310;20;1;21;HC8;HG9;HG9;"2023-05-25 16:36:34.599210";1729;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
311;20;1;22;CG3;CR7;CG3;"2023-05-25 16:36:36.236366";1188;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
312;20;1;23;FC6;FR2;FC6;"2023-05-25 16:36:38.783410";2120;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
313;20;1;24;MR9;MG4;MR9;"2023-05-25 16:36:40.696536";1500;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
314;20;1;25;HC0;HR7;HC0;"2023-05-25 16:36:42.791126";1688;20;"2023-05-25 16:35:06.947435";"2023-05-25 16:36:43.015228";en;"";2;4;""
315;22;1;0;HG0;HR9;HG0;"2023-05-25 16:45:10.736483";21316;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
316;22;1;1;MR8;MG5;MR8;"2023-05-25 16:45:13.498864";2298;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
317;22;1;2;FG8;FC4;FG8;"2023-05-25 16:45:15.695848";1770;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
318;22;1;3;MR5;MC1;MR5;"2023-05-25 16:45:23.415280";7273;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
319;22;1;4;HG1;HR3;HR3;"2023-05-25 16:45:27.278866";3421;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
320;22;1;5;HC0;HG3;HG3;"2023-05-25 16:45:32.840895";5119;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
321;22;1;6;CG2;CR4;CR4;"2023-05-25 16:45:37.761879";4429;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
322;22;1;7;MR0;MC4;MC4;"2023-05-25 16:45:41.661904";3458;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
323;22;1;8;CG0;CR5;CG0;"2023-05-25 16:45:46.338665";4230;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
324;22;1;9;MC5;MG4;MC5;"2023-05-25 16:45:50.745187";3954;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
325;22;1;10;HC7;HR5;HR5;"2023-05-25 16:45:55.876032";4685;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
326;22;1;11;CC4;CG8;CG8;"2023-05-25 16:46:02.273753";5950;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
327;22;1;12;MR3;MG9;MG9;"2023-05-25 16:46:08.186843";5473;22;"2023-05-25 16:44:38.319617";"2023-05-25 16:47:09.471978";en;"";2;2;""
